Condition;Displacement Level;Answer;Time stamp
Change Blindness;0.09;Yes;12/2/2020 10:16:38 AM
Change Blindness;0.15;No;12/2/2020 10:16:49 AM
Change Blindness;0.03;No;12/2/2020 10:16:59 AM
Change Blindness;0.09;No;12/2/2020 10:17:13 AM
Change Blindness;0.15;No;12/2/2020 10:17:24 AM
Change Blindness;0.12;No;12/2/2020 10:17:38 AM
Change Blindness;0.05999997;No;12/2/2020 10:17:50 AM
Change Blindness;0.03000003;No;12/2/2020 10:18:00 AM
Change Blindness;0.1500001;No;12/2/2020 10:18:11 AM
Change Blindness;0.12;No;12/2/2020 10:18:22 AM
Change Blindness;0.12;No;12/2/2020 10:18:30 AM
Change Blindness;0.12;No;12/2/2020 10:18:40 AM
Change Blindness;0.06;No;12/2/2020 10:18:49 AM
Change Blindness;0;No;12/2/2020 10:18:58 AM
Change Blindness;0.09000009;No;12/2/2020 10:19:11 AM
Change Blindness;0.02999997;No;12/2/2020 10:19:21 AM
Change Blindness;0.03;No;12/2/2020 10:19:28 AM
Change Blindness;0.08999997;No;12/2/2020 10:19:35 AM
Change Blindness;0;No;12/2/2020 10:19:42 AM
Change Blindness;0.15;No;12/2/2020 10:19:50 AM
Change Blindness;0;No;12/2/2020 10:20:00 AM
Change Blindness;0.06;No;12/2/2020 10:20:14 AM
Change Blindness;0.06;No;12/2/2020 10:20:24 AM
Change Blindness;0;No;12/2/2020 10:20:33 AM
