Condition;Displacement Level;Answer;Time stamp
Change Blindness;0;No;11/25/2020 1:27:46 PM
Change Blindness;0.1200001;Yes;11/25/2020 1:27:51 PM
Change Blindness;0.06;Yes;11/25/2020 1:27:57 PM
Change Blindness;0.06000005;No;11/25/2020 1:28:00 PM
Change Blindness;0.02999997;No;11/25/2020 1:28:06 PM
Change Blindness;0.09000005;No;11/25/2020 1:28:10 PM
Change Blindness;0.06000003;No;11/25/2020 1:28:16 PM
Change Blindness;0.18;No;11/25/2020 1:28:26 PM
Change Blindness;0.12;No;11/25/2020 1:28:30 PM
Change Blindness;0.12;No;11/25/2020 1:28:34 PM
Change Blindness;0.06;No;11/25/2020 1:28:40 PM
Change Blindness;0.12;No;11/25/2020 1:28:44 PM
Change Blindness;0.02999997;No;11/25/2020 1:28:49 PM
Change Blindness;0.12;No;11/25/2020 1:28:55 PM
Change Blindness;0.03000005;No;11/25/2020 1:29:01 PM
Change Blindness;0.18;No;11/25/2020 1:29:11 PM
Change Blindness;0.09000002;No;11/25/2020 1:29:15 PM
Change Blindness;0.12;No;11/25/2020 1:29:22 PM
Change Blindness;0.09;No;11/25/2020 1:29:27 PM
Change Blindness;0.08999997;No;11/25/2020 1:29:33 PM
Change Blindness;0.06000006;No;11/25/2020 1:29:37 PM
Change Blindness;0.02999999;No;11/25/2020 1:29:41 PM
Change Blindness;0.09000002;No;11/25/2020 1:29:45 PM
Change Blindness;0.09000003;No;11/25/2020 1:29:50 PM
