Condition;Displacement Level;Answer;Time stamp
Change Blindness;0.15;No;11/25/2020 4:04:25 PM
Change Blindness;0.06;No;11/25/2020 4:04:48 PM
Change Blindness;0.03000003;No;11/25/2020 4:05:03 PM
Change Blindness;0;Yes;11/25/2020 4:05:15 PM
Change Blindness;0.06;Yes;11/25/2020 4:05:29 PM
Change Blindness;0.08999997;Yes;11/25/2020 4:05:39 PM
Change Blindness;0.09;Yes;11/25/2020 4:05:50 PM
Change Blindness;0.12;Yes;11/25/2020 4:06:03 PM
Change Blindness;0.15;Yes;11/25/2020 4:06:14 PM
Change Blindness;0.12;Yes;11/25/2020 4:06:23 PM
Change Blindness;0.15;Yes;11/25/2020 4:06:31 PM
Change Blindness;0.06;Yes;11/25/2020 4:06:41 PM
Change Blindness;0;Yes;11/25/2020 4:06:50 PM
Change Blindness;0.09;Yes;11/25/2020 4:06:56 PM
Change Blindness;0.12;Yes;11/25/2020 4:07:02 PM
Change Blindness;0;Yes;11/25/2020 4:07:16 PM
Change Blindness;0.03;Yes;11/25/2020 4:07:23 PM
Change Blindness;0.02999997;Yes;11/25/2020 4:07:30 PM
Change Blindness;0;Yes;11/25/2020 4:07:36 PM
Change Blindness;0.03;Yes;11/25/2020 4:07:43 PM
Change Blindness;0.15;Yes;11/25/2020 4:08:10 PM
Change Blindness;0.12;Yes;11/25/2020 4:08:21 PM
Change Blindness;0.09000003;Yes;11/25/2020 4:08:28 PM
Change Blindness;0.05999997;Yes;11/25/2020 4:08:33 PM
