Condition;Displacement Level;Answer;Time stamp
Change Blindness;0.08999997;No;10/26/2021 1:33:34 PM
Change Blindness;0.06;No;10/26/2021 1:34:13 PM
Change Blindness;0.15;No;10/26/2021 1:34:57 PM
Change Blindness;0.12;No;10/26/2021 1:35:40 PM
Change Blindness;0;No;10/26/2021 1:36:07 PM
Change Blindness;0;No;10/26/2021 1:37:23 PM
Change Blindness;0.15;Yes;10/26/2021 1:38:07 PM
Change Blindness;0.03000003;No;10/26/2021 1:38:20 PM
Change Blindness;0.09;No;10/26/2021 1:38:37 PM
Change Blindness;0.03;No;10/26/2021 1:39:04 PM
Change Blindness;0.15;No;10/26/2021 1:39:23 PM
Change Blindness;0.05999997;No;10/26/2021 1:40:01 PM
Change Blindness;0.02999997;No;10/26/2021 1:40:27 PM
Change Blindness;0;No;10/26/2021 1:40:50 PM
Change Blindness;0.12;No;10/26/2021 1:41:20 PM
Change Blindness;0.09;No;10/26/2021 1:41:38 PM
Change Blindness;0.09000003;No;10/26/2021 1:42:47 PM
Change Blindness;0.15;Yes;10/26/2021 1:43:03 PM
Change Blindness;0;Yes;10/26/2021 1:43:18 PM
Change Blindness;0.06;Yes;10/26/2021 1:44:05 PM
Change Blindness;0.12;Yes;10/26/2021 1:44:21 PM
Change Blindness;0.06;Yes;10/26/2021 1:44:32 PM
Change Blindness;0.12;Yes;10/26/2021 1:44:45 PM
Change Blindness;0.03;Yes;10/26/2021 1:45:09 PM
