Condition;Displacement Level;Answer;Time stamp
Change Blindness;0.03;No;10/26/2021 2:38:48 PM
Change Blindness;0.15;Yes;10/26/2021 2:39:38 PM
Change Blindness;0.12;No;10/26/2021 2:39:58 PM
Change Blindness;0.06;No;10/26/2021 2:40:37 PM
Change Blindness;0.03000003;No;10/26/2021 2:40:50 PM
Change Blindness;0.12;Yes;10/26/2021 2:41:04 PM
Change Blindness;0.15;Yes;10/26/2021 2:41:19 PM
Change Blindness;0;No;10/26/2021 2:41:29 PM
Change Blindness;0.06;No;10/26/2021 2:41:44 PM
Change Blindness;0;No;10/26/2021 2:42:00 PM
Change Blindness;0.02999997;No;10/26/2021 2:42:16 PM
Change Blindness;0.09;No;10/26/2021 2:42:27 PM
Change Blindness;0.03;No;10/26/2021 2:42:45 PM
Change Blindness;0.12;Yes;10/26/2021 2:42:59 PM
Change Blindness;0.12;Yes;10/26/2021 2:43:09 PM
Change Blindness;0;No;10/26/2021 2:43:26 PM
Change Blindness;0.15;Yes;10/26/2021 2:43:36 PM
Change Blindness;0.06000003;Yes;10/26/2021 2:43:50 PM
Change Blindness;0.09;No;10/26/2021 2:44:02 PM
Change Blindness;0.08999997;Yes;10/26/2021 2:44:12 PM
Change Blindness;0;No;10/26/2021 2:44:31 PM
Change Blindness;0.15;Yes;10/26/2021 2:44:42 PM
Change Blindness;0.06;Yes;10/26/2021 2:44:51 PM
Change Blindness;0.09000003;No;10/26/2021 2:45:11 PM
