Condition;Displacement Level;Answer;Time stamp
Change Blindness;0.03;No;10/26/2021 1:05:49 PM
Change Blindness;0.15;Yes;10/26/2021 1:06:30 PM
Change Blindness;0.03000003;No;10/26/2021 1:07:20 PM
Change Blindness;0;No;10/26/2021 1:07:49 PM
Change Blindness;0.09000003;Yes;10/26/2021 1:08:02 PM
Change Blindness;0.12;No;10/26/2021 1:08:20 PM
Change Blindness;0.09;No;10/26/2021 1:08:35 PM
Change Blindness;0.12;Yes;10/26/2021 1:08:48 PM
Change Blindness;0.12;Yes;10/26/2021 1:09:02 PM
Change Blindness;0.06;No;10/26/2021 1:09:14 PM
Change Blindness;0.15;No;10/26/2021 1:09:29 PM
Change Blindness;0.06000003;No;10/26/2021 1:09:42 PM
Change Blindness;0;No;10/26/2021 1:09:53 PM
Change Blindness;0.09;Yes;10/26/2021 1:10:03 PM
Change Blindness;0.15;Yes;10/26/2021 1:10:14 PM
Change Blindness;0.06;No;10/26/2021 1:10:26 PM
Change Blindness;0;No;10/26/2021 1:10:34 PM
Change Blindness;0.12;No;10/26/2021 1:10:47 PM
Change Blindness;0.02999997;Yes;10/26/2021 1:10:59 PM
Change Blindness;0;No;10/26/2021 1:11:09 PM
Change Blindness;0.15;No;10/26/2021 1:11:19 PM
Change Blindness;0.08999997;No;10/26/2021 1:11:32 PM
Change Blindness;0.03;No;10/26/2021 1:11:42 PM
Change Blindness;0.06;No;10/26/2021 1:11:53 PM
