Condition;Displacement Level;Answer;Time stamp
Change Blindness;0.15;No;9/28/2021 3:00:29 PM
Change Blindness;0.12;Yes;9/28/2021 3:01:24 PM
Change Blindness;0.06;Yes;9/28/2021 3:01:38 PM
Change Blindness;0.09;Yes;9/28/2021 3:01:57 PM
Change Blindness;0.03;No;9/28/2021 3:02:17 PM
Change Blindness;0;No;9/28/2021 3:02:29 PM
Change Blindness;0.05999997;Yes;9/28/2021 3:02:40 PM
Change Blindness;0.12;Yes;9/28/2021 3:02:53 PM
Change Blindness;0.15;No;9/28/2021 3:03:09 PM
Change Blindness;0.15;No;9/28/2021 3:03:29 PM
Change Blindness;0.1199999;Yes;9/28/2021 3:04:28 PM
Change Blindness;0.06;Yes;9/28/2021 3:04:45 PM
Change Blindness;0.06;No;9/28/2021 3:05:01 PM
Change Blindness;0.08999991;No;9/28/2021 3:05:13 PM
Change Blindness;0.03000003;No;9/28/2021 3:05:27 PM
Change Blindness;0.02999997;No;9/28/2021 3:05:37 PM
Change Blindness;0.09000003;No;9/28/2021 3:06:08 PM
Change Blindness;0.15;No;9/28/2021 3:06:19 PM
Change Blindness;0;No;9/28/2021 3:06:33 PM
Change Blindness;0.03;No;9/28/2021 3:06:43 PM
Change Blindness;0.12;No;9/28/2021 3:06:53 PM
Change Blindness;0.09;No;9/28/2021 3:07:01 PM
Change Blindness;0;No;9/28/2021 3:07:10 PM
Change Blindness;0;No;9/28/2021 3:07:19 PM
