Condition;Displacement Level;Answer;Time stamp
Change Blindness;0.15;No;12/1/2020 11:37:40 AM
Change Blindness;0.09;Yes;12/1/2020 11:37:54 AM
Change Blindness;0.06;No;12/1/2020 11:38:11 AM
Change Blindness;0.09;Yes;12/1/2020 11:38:26 AM
Change Blindness;0.15;No;12/1/2020 11:38:41 AM
Change Blindness;0.03;Yes;12/1/2020 11:38:51 AM
Change Blindness;0.12;Yes;12/1/2020 11:39:01 AM
Change Blindness;0.09000003;Yes;12/1/2020 11:39:13 AM
Change Blindness;0;Yes;12/1/2020 11:39:24 AM
Change Blindness;0.06;No;12/1/2020 11:39:39 AM
Change Blindness;0;No;12/1/2020 11:39:48 AM
Change Blindness;0.06;No;12/1/2020 11:40:01 AM
Change Blindness;0.03;No;12/1/2020 11:40:16 AM
Change Blindness;0.12;Yes;12/1/2020 11:40:26 AM
Change Blindness;0.15;Yes;12/1/2020 11:40:36 AM
Change Blindness;0.06;Yes;12/1/2020 11:40:46 AM
Change Blindness;0;No;12/1/2020 11:40:57 AM
Change Blindness;0.12;Yes;12/1/2020 11:41:07 AM
Change Blindness;0.15;Yes;12/1/2020 11:41:18 AM
Change Blindness;0.08999997;No;12/1/2020 11:41:29 AM
Change Blindness;0;Yes;12/1/2020 11:41:39 AM
Change Blindness;0.12;No;12/1/2020 11:41:50 AM
Change Blindness;0.02999997;No;12/1/2020 11:41:59 AM
Change Blindness;0.03000003;No;12/1/2020 11:42:08 AM
