Condition;Displacement Level;Answer;Time stamp
Change Blindness;0;Yes;12/2/2020 12:17:54 PM
Change Blindness;0.06;No;12/2/2020 12:18:35 PM
Change Blindness;0.09;No;12/2/2020 12:19:01 PM
Change Blindness;0.03000003;No;12/2/2020 12:19:11 PM
Change Blindness;0.02999997;No;12/2/2020 12:19:22 PM
Change Blindness;0.06;No;12/2/2020 12:19:28 PM
Change Blindness;0;No;12/2/2020 12:19:36 PM
Change Blindness;0.06;No;12/2/2020 12:20:00 PM
Change Blindness;0.09;No;12/2/2020 12:20:06 PM
Change Blindness;0;No;12/2/2020 12:20:15 PM
Change Blindness;0.12;No;12/2/2020 12:20:25 PM
Change Blindness;0.03;No;12/2/2020 12:20:31 PM
Change Blindness;0.09000003;No;12/2/2020 12:20:42 PM
Change Blindness;0.15;No;12/2/2020 12:20:51 PM
Change Blindness;0.15;Yes;12/2/2020 12:21:25 PM
Change Blindness;0.03;No;12/2/2020 12:21:40 PM
Change Blindness;0.06;No;12/2/2020 12:21:48 PM
Change Blindness;0;No;12/2/2020 12:21:58 PM
Change Blindness;0.15;Yes;12/2/2020 12:22:16 PM
Change Blindness;0.12;No;12/2/2020 12:22:23 PM
Change Blindness;0.12;No;12/2/2020 12:22:30 PM
Change Blindness;0.15;Yes;12/2/2020 12:22:36 PM
Change Blindness;0.1199999;Yes;12/2/2020 12:22:42 PM
Change Blindness;0.08999991;No;12/2/2020 12:22:48 PM
