Condition;Displacement Level;Answer;Time stamp
Change Blindness;0;Yes;12/2/2020 9:35:15 AM
Change Blindness;0.12;No;12/2/2020 9:35:29 AM
Change Blindness;0.03;No;12/2/2020 9:35:45 AM
Change Blindness;0;No;12/2/2020 9:36:03 AM
Change Blindness;0.15;Yes;12/2/2020 9:36:14 AM
Change Blindness;0;Yes;12/2/2020 9:36:36 AM
Change Blindness;0.02999997;Yes;12/2/2020 9:36:51 AM
Change Blindness;0;No;12/2/2020 9:37:01 AM
Change Blindness;0.06;No;12/2/2020 9:37:10 AM
Change Blindness;0.12;No;12/2/2020 9:37:25 AM
Change Blindness;0.08999997;Yes;12/2/2020 9:37:40 AM
Change Blindness;0.15;No;12/2/2020 9:37:54 AM
Change Blindness;0.05999999;No;12/2/2020 9:38:02 AM
Change Blindness;0.09000003;No;12/2/2020 9:38:08 AM
Change Blindness;0.09;No;12/2/2020 9:38:15 AM
Change Blindness;0.03000003;Yes;12/2/2020 9:38:32 AM
Change Blindness;0.15;Yes;12/2/2020 9:38:42 AM
Change Blindness;0.12;Yes;12/2/2020 9:38:58 AM
Change Blindness;0.09;Yes;12/2/2020 9:39:08 AM
Change Blindness;0.05999997;No;12/2/2020 9:39:15 AM
Change Blindness;0.03;No;12/2/2020 9:39:24 AM
Change Blindness;0.15;No;12/2/2020 9:39:31 AM
Change Blindness;0.06;No;12/2/2020 9:39:40 AM
Change Blindness;0.12;No;12/2/2020 9:39:49 AM
