Condition;Displacement Level;Answer;Time stamp
Change Blindness;0.08999997;No;12/1/2020 11:10:15 AM
Change Blindness;0.06;No;12/1/2020 11:10:43 AM
Change Blindness;0;No;12/1/2020 11:11:03 AM
Change Blindness;0.06;No;12/1/2020 11:11:19 AM
Change Blindness;0.09;No;12/1/2020 11:11:38 AM
Change Blindness;0.15;No;12/1/2020 11:11:55 AM
Change Blindness;0.12;Yes;12/1/2020 11:12:09 AM
Change Blindness;0.12;Yes;12/1/2020 11:12:23 AM
Change Blindness;0.06;No;12/1/2020 11:12:40 AM
Change Blindness;0.09000002;Yes;12/1/2020 11:12:49 AM
Change Blindness;0.02999997;Yes;12/1/2020 11:12:56 AM
Change Blindness;0.12;No;12/1/2020 11:13:02 AM
Change Blindness;0.09;No;12/1/2020 11:13:10 AM
Change Blindness;0.12;Yes;12/1/2020 11:13:17 AM
Change Blindness;0;No;12/1/2020 11:13:27 AM
Change Blindness;0.03;No;12/1/2020 11:13:35 AM
Change Blindness;0.03000003;No;12/1/2020 11:13:46 AM
Change Blindness;0;No;12/1/2020 11:13:53 AM
Change Blindness;0;No;12/1/2020 11:14:00 AM
Change Blindness;0.15;Yes;12/1/2020 11:14:07 AM
Change Blindness;0.15;Yes;12/1/2020 11:14:15 AM
Change Blindness;0.03;Yes;12/1/2020 11:14:21 AM
Change Blindness;0.06;No;12/1/2020 11:14:27 AM
Change Blindness;0.15;Yes;12/1/2020 11:14:34 AM
