Condition;Displacement Level;Answer;Time stamp
Change Blindness;0.12;No;12/2/2020 9:16:24 AM
Change Blindness;0;Yes;12/2/2020 9:16:46 AM
Change Blindness;0.12;Yes;12/2/2020 9:16:54 AM
Change Blindness;0.12;No;12/2/2020 9:17:05 AM
Change Blindness;0.03;Yes;12/2/2020 9:17:12 AM
Change Blindness;0.09000003;Yes;12/2/2020 9:17:27 AM
Change Blindness;0.06;No;12/2/2020 9:17:39 AM
Change Blindness;0;No;12/2/2020 9:17:48 AM
Change Blindness;0.03;Yes;12/2/2020 9:17:59 AM
Change Blindness;0.15;Yes;12/2/2020 9:18:08 AM
Change Blindness;0.08999997;Yes;12/2/2020 9:18:14 AM
Change Blindness;0.02999997;Yes;12/2/2020 9:18:23 AM
Change Blindness;0.05999997;No;12/2/2020 9:18:34 AM
Change Blindness;0.03000003;No;12/2/2020 9:18:56 AM
Change Blindness;0;Yes;12/2/2020 9:19:05 AM
Change Blindness;0.15;Yes;12/2/2020 9:19:14 AM
Change Blindness;0.06;No;12/2/2020 9:19:22 AM
Change Blindness;0;No;12/2/2020 9:19:30 AM
Change Blindness;0.15;Yes;12/2/2020 9:19:35 AM
Change Blindness;0.06;Yes;12/2/2020 9:19:42 AM
Change Blindness;0.09;Yes;12/2/2020 9:19:48 AM
Change Blindness;0.09;Yes;12/2/2020 9:19:54 AM
Change Blindness;0.15;Yes;12/2/2020 9:19:58 AM
Change Blindness;0.12;Yes;12/2/2020 9:20:02 AM
