Condition;Displacement Level;Answer;Time stamp
Change Blindness;0.06;No;11/27/2020 6:08:43 PM
Change Blindness;0.12;Yes;11/27/2020 6:08:53 PM
Change Blindness;0.06;Yes;11/27/2020 6:09:04 PM
Change Blindness;0;No;11/27/2020 6:09:17 PM
Change Blindness;0.06;No;11/27/2020 6:09:28 PM
Change Blindness;0;Yes;11/27/2020 6:09:37 PM
Change Blindness;0.12;Yes;11/27/2020 6:09:48 PM
Change Blindness;0.12;No;11/27/2020 6:09:57 PM
Change Blindness;0;Yes;11/27/2020 6:10:03 PM
Change Blindness;0.15;No;11/27/2020 6:10:12 PM
Change Blindness;0.15;No;11/27/2020 6:10:18 PM
Change Blindness;0.15;No;11/27/2020 6:10:26 PM
Change Blindness;0.09;No;11/27/2020 6:10:37 PM
Change Blindness;0.08999999;No;11/27/2020 6:10:45 PM
Change Blindness;0.02999997;No;11/27/2020 6:10:58 PM
Change Blindness;0.12;No;11/27/2020 6:11:05 PM
Change Blindness;0.08999997;Yes;11/27/2020 6:11:14 PM
Change Blindness;0.03;No;11/27/2020 6:11:21 PM
Change Blindness;0.05999997;Yes;11/27/2020 6:11:33 PM
Change Blindness;0.09000009;Yes;11/27/2020 6:11:49 PM
Change Blindness;0.15;No;11/27/2020 6:12:04 PM
Change Blindness;0.03000009;No;11/27/2020 6:12:11 PM
Change Blindness;0.03;No;11/27/2020 6:12:17 PM
Change Blindness;0;No;11/27/2020 6:12:23 PM
