Condition;Displacement Level;Answer;Time stamp
Change Blindness;0.09000003;No;11/27/2020 6:45:03 PM
Change Blindness;0.06;No;11/27/2020 6:45:14 PM
Change Blindness;0.09;No;11/27/2020 6:45:24 PM
Change Blindness;0.06;No;11/27/2020 6:45:35 PM
Change Blindness;0;No;11/27/2020 6:45:44 PM
Change Blindness;0;No;11/27/2020 6:45:52 PM
Change Blindness;0.15;Yes;11/27/2020 6:46:00 PM
Change Blindness;0.03000003;Yes;11/27/2020 6:46:08 PM
Change Blindness;0.12;Yes;11/27/2020 6:46:16 PM
Change Blindness;0.05999994;No;11/27/2020 6:46:25 PM
Change Blindness;0.15;Yes;11/27/2020 6:46:32 PM
Change Blindness;0.1199999;Yes;11/27/2020 6:46:40 PM
Change Blindness;0.12;Yes;11/27/2020 6:46:48 PM
Change Blindness;0.06;Yes;11/27/2020 6:46:59 PM
Change Blindness;0.15;Yes;11/27/2020 6:47:08 PM
Change Blindness;0;Yes;11/27/2020 6:47:15 PM
Change Blindness;0;No;11/27/2020 6:47:25 PM
Change Blindness;0.15;No;11/27/2020 6:47:35 PM
Change Blindness;0.09;No;11/27/2020 6:47:47 PM
Change Blindness;0.03;No;11/27/2020 6:47:55 PM
Change Blindness;0.08999991;No;11/27/2020 6:48:07 PM
Change Blindness;0.02999997;Yes;11/27/2020 6:48:15 PM
Change Blindness;0.03;No;11/27/2020 6:48:22 PM
Change Blindness;0.12;Yes;11/27/2020 6:48:36 PM
